Questions	OptionA	OptionB	OptionC	OptionD	OptionE	Answer	Source
She realized mortgage rates had declined and decided it was______ to continue paying rent when she could now afford amonthly payment for her own home.	referable	relative	subsequent	episodic	inexpedient		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
The deadline has been moved to this Friday, so we must ______ our efforts and complete the project earlier than we had planned.	wane	ruminate	burnish	pilfer	expedite		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
As the city grew and stretched its borders, it began to feel the______ problems of urban sprawl and overpopulation.	improvident	mendacious	ersatz	concomitant	surreptitious		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
Terrance, a dentist, ______ to be with the media, so he could seethe concert for free.	facilitated	conjugated	purported	tended	placated		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
______ on a lounge chair by the pool was the very tan owner of theestate, relaxing in the midday sunshine.	Trident	Renegade	Fraught	Renowned	Supine		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
Observing his sister's ______ behavior of riding without a helmet,Jorge ran to get his mother.	contemptuous	contented	fictitious	parlous	pensive		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
In an attempt to ______ the enemy, Braveheart rallied hundreds offierce warriors.	alienate	scoff	obliterate	ostracize	minimize		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
The film was completed on schedule despite the ______ circumstances regarding the location and extreme weatherconditions.	tenuous	imperial	cryptic	contrived	adverse		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
The postcard advertised a free cruise to anyone who bought amagazine subscription, but after reading the fine print Sasha foundthe cruise was just a ______.	petition	gimmick	compromise	reference	motif		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
Many employers like to visit college campuses and ______ collegeseniors to work for their companies.	daunt	recruit	illuminate	dither	flout		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
I could tell by Konrad's ______ manner that he was really sorry forhow he had treated Annette.	callous	erratic	zealous	nonchalant	contrite		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
The company officials felt the rising cost of health coverage was______ enough to raise their employees' insurance premiums.	moratorium	justification	symbolism	disposition	habitude		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
The ______ of the sheriff's department ended at the county line.							http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
Ralph plays golf every chance he gets; even a weeklong golfingvacation could not ______ his appetite for the game.	initiate	satiate	relinquish	revive	employ		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
We could not describe the scene before us; it was filled with such______ beauty.	inexorable	unutterable	uproarious	mnemonic	fretful		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
The subject matter was ______ because the mumbling professorspoke too quickly.	obscure	magnanimous	treacherous	vital	maximized		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
Arnie becomes so ______ when he talks about painting that it ishard not to be infected by his enthusiasm.	laconic	circuitous	impertinent	ardent	recalcitrant		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
The cruise ship's deliciously appetizing dinner buffets encouraged______ among the vacationing passengers.	gluttony	squabbling	equivocation	restraint	queries		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
As the pressures of her business became overwhelming, Charlottechose to ______ her role as PTA president.	expedite	transgress	propagate	relinquish	retaliate		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
Don't let Julie's enthusiasm fool you; she's just a ______, not aprofessional dancer.	maverick	denizen	mercenary	maven	dilettante		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
Normally, Maya would not have made so many spelling mistakes inher essay; she is usually ______ about her spelling.	sumptuous	scurrilous	ridiculous	scrupulous	fatuous		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
It took four men two hours to move the ______ sofa up threeflights of stairs into our apartment.	suave	garrulous	unwieldy	pivotal	quixotic		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
In the Roman myth, Artemis made a pilgrimage to the ______,hoping to learn the answer to her dilemma.	denouement	decorum	oracle	vizier	pillar		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
Orson was truly a(n) ______: towering over others at six feet nineinches, he was also one of the most influential and successfulproducers in the feature film industry.	behemoth	anathema	demagogue	viceroy	charlatan		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
Brian was an ______ child, he was sent to the principal's office onnumerous occasions for his rude classroom behavior.	impeccable	impertinent	observant	obscure	adjuvant		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
The defendant waited anxiously for the jury to ______ the decisionthat would seal his fate.	render	deprecate	rejuvenate	disparage	prohibit		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
We must ______ the information about the agenda changesimmediately so that the conference attendees have time to adjusttheir schedules.	burnish	disseminate	galvanize	placate	admonish		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
During the time of the plague in the little village, the forlorn______ of the church bells was an almost daily sound.	prepossession	premise	delectation	knell	credence		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
If you can adhere to the ______ rules of a military society, theMarines may be an excellent career choice.	strident	raucous	stringent	pedantic	lurid		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
The natural ______ of the canyon cause it to be an everlastingsource of new adventures and beauty.	blandishments	vicissitudes	mores	platitudes	nebulas		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
A life-long vegetarian, Xiomara ______ when she learned that thesauce she'd just eaten was made with chicken broth.	wavered	blanched	coalesced	stagnated	thwarted		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
At the beginning of the ceremony, the high school band ______ the arrival of the graduates by playing the alma mater loudly andwith enthusiasm.	decried	heralded	permeated	conjured	thwarted		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
Although Sophie was afraid of heights, she seemed to have no______ about driving over bridges.	enormity	qualms	imminence	resurrection	severity		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
I will write a rough draft of the proposal, and then you can edit itfor any ______ material so that it is as convincing and concise aspossible.	grandiose	incontrovertible	extraneous	abysmal	pensive		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
I had to call the repairman because the washing machine was off______-it began making terrible sounds and failed to clean theclothes thoroughly.	detriment	preferment	prevision	kilter	quandary		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
Minnie finally ______ to her sister's constant barrage of questionsand revealed the identity of her new boyfriend.	reiterated	succumbed	seceded	reneged	retaliated		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
The meeting is ______; everyone must attend.							http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
Through the ______ act of volunteering, it is possible to make adifference in the lives of the less fortunate.	dilatory	insurmountable	diligent	rapacious	noble		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
The proposed design includes many ______ features that are notfunctional and can be eliminated to cut costs.	jovial	germane	kinetic	nonchalant	extrinsic		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
Carly's ______ spending on shoes and clothing caused her parentsa great deal of concern because she was no longer saving moneyfor college.	monotypic	inconsistent	perfunctory	immoderate	specious		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
The cop was in a ______: Should he chase the criminal or help thevictim?	quandary	litany	tatter	discord	plethora		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
The professor studied the ______ physics of ballet dancers andeven published a study on the topic of dancers and movement.	creditable	kinetic	symbolic	prevalent	monotonous		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
Kyle was able to ______ the difficulties of an uncooperative staff,an impossible deadline, and a complicated project in order topresent the report to the client.	surmount	dismount	retract	expel	intercede		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
Philbert's ______ manner fit in well with the atmosphere of theposh country club.	untoward	riotous	mundane	salacious	urbane		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
Elian tried his ______ on the wrong person, and it has finallylanded him in jail.	clemency	jocularity	calamity	obsolescence	chicanery		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
There were several ______ buildings on the street, making itdifficult for Margaret to determine which one was the dentist'soffice.	nondescript	transient	impervious	zealous	impressionable		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
Inflated by his fans' ______, Evan lost sense of his small-townroots and began traveling with an entourage.	inconstancy	insolence	haughtiness	sufferance	idolatry		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
To ______ a congressional bill, the president must use his officialseal on all documents.	nullify	patronize	victimize	ratify	mollify		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
The drama workshop's efforts ______ in the final production of aplay written, directed, and acted by the students for the entireschool.	finalized	languished	teemed	discerned	culminated		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
There is no way around it: plagiarism is ______ to thievery.							http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
For ______ deeds during her mission overseas, Tyesha wasawarded the Congressional Medal of Honor.	inept	valorous	erroneous	malodorous	benign		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
Adam read the employee manual so that he might ______ himselfwith his new responsibilities at the company.	relinquish	synthesize	orient	validate	motivate		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
I am ______ of the problems that this solution will cause, but I stillbelieve that this is the best possible solution.	innocuous	cognizant	precipitous	reminiscent	belligerent		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
The spectacular presentation by a rainforest adventurer ______ Simon with the desire to travel to South America to see the junglesfor himself.	disheartened	inhibited	imbued	reconstituted	abhorred		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
When the senator's popularity suffered in the polls, he ______ hisdecision to raise taxes.	recanted	pulverized	enveloped	detracted	extenuated		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
Because of the ______ of reliable information, Quentin's reportwas comprised mostly of speculation.	dearth	diatribe	myriad	juxtaposition	tirade		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
Teachers should not only be knowledgeable but also ______;students should feel comfortable approaching them with questionsor problems.	wheedling	patronizing	laconic	affable	frugal		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
The pain medication Kristy received after surgery offered relief;however, the overwhelming feeling of ______ was an unexpectedside effect, and she didn't like being groggy.	extortion	compellation	acquisition	affirmation	lethargy		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
The ski lodge had a window that looked out upon a beautifulmountain ______.	vista	melee	fray	foray	frieze		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
The palace's great hall was rich in history and splendor, the wallshung with ______ tapestries.	mellifluous	malleable	prudent	illusive	ornate		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
After weeks of heavy rains, the earth gave way; mud and trees______ down the mountain swallowing cars and houses in their path.	ascended	inculcated	aspersed	hurtled	entreated		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
The ______ butter had been left in the refrigerator for years.							http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
Several weeks of extremely hot, dry weather ______ the land, soinstead of rowing across a river, we walked across a cracked,parched riverbed.	oscillated	desiccated	subverted	coalesced	thwarted		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
The pitcher's ______ workout regimen was the most grueling of allhis teammates, and he never took a day off.	Spartan	spasmodic	exclusive	turgid	truculent		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
Ethan's responses when he spoke on the telephone were ______ and he nearly always made his customers think he was rude.	receptive	laconic	uncanny	suave	ponderous		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
I was bored with the ______ conversation of my roommates andlonged for some intellectual stimulation.	egregious	pronounced	vapid	intriguing	exonerating		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
Ned's fear was ______ as he watched the 60-foot waves approachhis little boat.	futile	genteel	innovative	palpable	detrimental		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
Moving swiftly and gracefully through the backyard, the catsuddenly ______ when she hit the thorny bush.	recoiled	recuperated	invigorated	fabricated	throttled		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
Although others were fooled by "Doctor" Winston's speech, Lilyknew him for what he was: a(n) ______.	panacea	charlatan	prevarication	accolade	primadonna		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
The task of building the cabin was a ______ one, but Rob was upto the challenge.	laborious	venerable	archaic	cynical	unbiased		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
After the neighbor's stereo woke her up for the fifth night in a row,Brenda felt ______ to complain.	impelled	rebuked	augmented	implicated	destined		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
Carter is writing a letter of recommendation that I can include inmy ______ for prospective employers.	denunciation	panacea	dossier	incantation	restitution		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
______ laughter came from the upstairs apartment where Trangwas having a graduation party.	Scurrilous	Deleterious	Fatuous	Uproarious	Malicious		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
In the middle of his eloquent ______, the audience suddenly brokeinto applause.	ovation	oration	inclination	provocation	illusion		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
I like the ______ style of these essays; they make complex issuesaccessible by presenting them in everyday language.	colloquial	obsolete	pristine	exacting	furtive		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
A diamond ring is the ______ symbol of love and affection.							http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
Allen's ______ distanced him from his family, but he was stillunwilling to apologize.	regeneration	contingency	equivalence	impenitence	innovation		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
Nothing will ______ my memory of the night we first met; theimages are forever burned in my mind.	appease	undulate	inculcate	efface	truncate		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
With the curtains drawn back, the room was ______ with warmsunlight.	recessed	intruded	suffused	belied	taut		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
The devastating drought forced the ______ tribes of the rainforestto leave their homes and venture into the modern world.	indigenous	puritanical	indigent	imminent	munificent		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
Jason's ______ approach to management included narrowing thesalary gap between the CEOs and office workers.	stoic	apathetic	utilitarian	endemic	proactive		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
If people continue to ______ the rainforests, soon they willdisappear from the earth.	dominate	frolic	laminate	neglect	provoke		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
My parents always seem to worry and ______ more about moneywhen tax season is approaching.	proximate	quibble	supplicate	dabble	alienate		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
While the king and the members of his court lived in the mostopulent luxury, the peasants in his kingdom lived in the most______ poverty.	abject	incessant	relinquished	erratic	lugubrious		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
Samantha had an ______ trust in her grandfather, who was anhonorable man and kind to everyone he met.	implicit	insecure	irreverent	irresolute	astringent		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
Antonello searched the forest around his campsite for smallbranches to ______ the fire, so he could eventually cook his dinner.	stifle	kindle	suppress	dissipate	prohibit		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
Although I meant it as a compliment, Zander ______ my remark asan insult.	construed	eradicated	truncated	permeated	redacted		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
The sailor's ______ complexion bespoke his many sunny days atthe lookout post.	swarthy	syncopated	pallid	wan	pasty		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
Tanya is a ______ person, trusted by all who know her.							http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
After the third relative was hired to an upper-level position, severalpeople quit the company, claiming that ______ caused a decline inemployee morale.	carrion	explicitness	skepticism	devotion	nepotism		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
Genevieve's stunning debut performance at the city opera hasearned her ______ from some of the city's toughest critics.	antipathy	insinuations	destitution	lamentations	accolades		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
The shaggy neon couch was a(n) ______ in the conservative roomdecorated with earth tones.	incongruity	insinuation	temerity	reiteration	intonation		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
Harris tried to ______ his fear of flying when he boarded theplane, but he could not curb his anxiety.	accelerate	expound	maximize	employ	repress		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
Gabi found that whenever she was confused about an idea or issue,writing about it would help ______ her true feelings.	vacillate	elucidate	wheedle	deprecate	indoctrinate		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
After the powerful windstorm, Marie discovered a splintered andfallen tree limb had ______ the vinyl lining of her swimming pool.	extenuated	calculated	retaliated	lacerated	curtailed		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
Johnny's good behavior in class yesterday was ______ by hisdisruptive outbursts in Math this morning.	abated	negated	reiterated	mandated	nominated		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
Jason and Joshua made ______ plans to meet in the cafeteria tostudy for the test, provided Jason's class ended on time.	beguiling	tenuous	assured	tentative	promotional		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
The professor's lectures were filled with excessive ______, lastingmuch longer than was necessary to convey his ideas.	verbiage	herbage	maliciousness	portent	intrigue		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
Ming's blatant lie revealed that he suffered no ______ about beingdishonest to his parents.	compunction	repudiation	vindication	evanescence	veracity		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
Diane, always teasing, was known for her ______ , but as a result,nobody knew when to take her seriously.	jocularity	servitude	logic	austerity	inclemency		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
"Absolute power corrupts absolutely," said Haines. "There is nosuch thing as a(n) ______ who is not a corrupt and cruel ruler."	imbroglio	pedant	despot	agnostic	archetype		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
During his ______ in office the mayor made several controversialdecisions about city planning.	treatise	integration	teem	flout	tenure		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
Recovering from the tragedy, Helena found the ______ sunrisereassuring, as it gave her something to rely on each and everymorning.	hidden	clairvoyant	cognizant	deft	quotidian		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
Flaws in Claire's opponent's chess game showed him to be ______,and Claire knew her victory was assured.	predatory	indistinguishable	ornery	vincible	resolute		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
The ad didn't mention a specific salary; it just said "compensation______ with experience."	compulsory	manifest	prolific	commensurate	precluded		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
The ______ she felt for shopping made it impossible for her towalk by a sale window without stopping.	providence	blunder	omission	repulsion	estrus		http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
The owners of the bed-and-breakfast were extremely ______ totheir guests, who enjoyed elegant meals, prompt service, andbeautifully decorated rooms.	hospitable	hostile	remiss	gallant	indomitable	Hospitable	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
Homeless people often lead a(n) ______ lifestyle because theyrepeatedly get uprooted from the streets and alleys where they live.	aristocratic	platonic	analytic	nomadic	ballistic	Nomadic	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
Linda's ______ for picking the right stocks made her a verywealthy woman.	knack	reception	rendition	impropriety	concourse	Knack	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
Computers and word processing software have made the art ofhand-writing letters virtually ______.	barren	boisterous	obsolete	dignified	relevant	Obsolete	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
Marco has an irresistibly ______ manner that many young womenfind charming and attractive.	obstinate	staid	bland	supple	suave	Suave	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
Chantel kept the ______ of her beloved foremost in her mind asshe traveled to countries far and wide in her quest to find him.	prelude	armistice	hirsute	presage	visage	Visage	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
The cozy beach cottage was only ______ for summer tenantsbecause it lacked the insulation to make a winter stay comfortable.	stagnant	erroneous	resilient	habitable	ineffective	Habitable	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
The settlers decided to build their town at the ______ of tworivers; that settlement became the city of Pittsburgh.	veneer	lexicon	hiatus	tirade	confluence	Confluence	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
Furious that Lou had lied about his references, Noi ______ herdecision to promote him to assistant manager.	elevated	incriminated	complied	rescinded	fortified	Rescinded	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
To prove your theory, you need to design an experiment that willprovide ______ evidence.	perfunctory	elusive	noxious	empirical	lamentable	Empirical	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
Rachel's mother was appalled by the amount of ______ humor ontelevision during hours when young children were still awake.	fraudulent	senile	proportional	lascivious	laborious	Lascivious	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
The scared boy on the roller coaster made sure his seatbelt was______ across his body.	slack	taut	trite	striated	curt	Taut	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
The female fox's ______ over her burrow indicates that she has justbirthed her young.	vendetta	preening	vigilance	sepulcher	rendezvous	Vigilance	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
After Ginger banged her head, she noticed that a large lump beganto ______ from her forehead.	invade	provoke	sustain	obtrude	elevate	obtrude	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
The devoted fans paid ______ to the late singer by placing flowerson his memorial and by holding burning votive candles.	tariffs	accouterment	retrospection	appraisement	homage	Homage	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
Losing his entire business to the flood, Bill's only ______ was tofile bankruptcy.	dross	enigma	fervor	imprecation	recourse	Recourse	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
The new evidence convinced the District Attorney to overturnMartin's conviction and ______ him.	appropriate	truncate	elucidate	exonerate	protract	exonerate	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
Christopher hired a tree-trimming crew to cut the ______ branches of the pine tree that were scraping the side of his house.	fastidious	lateral	nebulous	abject	recessive	Lateral	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
We both knew our summer romance was ______ , and we wouldjust be memories in each other's minds by the winter.	restorative	tempting	temporal	understated	indecisive	Temporal	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
The dissatisfied workers spread their ______ attitudes amongthemselves until there was a danger of a full-scale rebellion againstthe owners of the factory.	paradoxical	monochromatic	benign	virulent	portentous	Virulent	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
The junkyard was littered with ______ objects, making it unsightlyto the neighborhood behind it.	otiose	obtuse	jovial	decorative	buoyant	Otiose	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
Although Maya's ______ sensibilities are quite different from mine,I think she is a remarkable interior decorator and I recommend herhighly.	aesthetic	dialectical	reclusive	synthetic	mercurial	Aesthetic	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
The meticulous art student arranged her paint colors by adarkening ______ on her palette.	limitation	gradation	moratorium	juncture	tincture	Gradation	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
J.P. recalled running through the ______ of tall rows of corn stalksthat dominated his grandfather's summer garden.	terminals	temperament	labyrinth	basin	deference	Labyrinth	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
Peter displayed an air of ______ when the officer asked him if heknew the speed limit.	omniscience	obstinacy	nescience	obstetrics	platitude	Nescience	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
I have tried for years to get close to my brother Rae, but he hasalways remained ______.	cognizant	assiduous	vociferous	aloof	accommodating	Aloof	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
In his later years, the once wildly successful gambler lost hisfortune, and became a homeless ______ on the streets of LasVegas.	granger	miser	strategist	vagabond	speculator	vagabond	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
______ animals are able to survive easily in the wilderness because,for example, they can live on berries or insects.	Omnipotent	Omnivorous	Luminous	Lavish	Precarious	Omnivorous	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
Sally had planted the seeds in the greenhouse three weeks ago;they would begin to ______ any day now.	germinate	revolve	tint	ratify	modulate	germinate	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
Julia's parents gave her one ______ regarding her new job: It couldnot interfere with her schoolwork.	procession	consensus	manifestation	provision	reprieve	provision	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
Despite enthusiastic efforts from the supporting cast, the criticsagreed the star of the play gave a ______ performance, ruining thechance of lucrative box office sales.	infallible	vigorous	victorious	felicitous	lackluster	Lackluster	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
The tenor's ______ voice filled the concert hall.	sinuous	timid	tenuous	sonorous	striated	Sonorous	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
After the fire, there were ashes in every ______ of the oldfarmhouse.	belfry	reprieve	tangent	orifice	tribunal	orifice	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
Luanne experiences serious ______ whenever she climbs severalflights of steep stairs.	vertigo	inebriation	exoneration	fallacy	plethora	Vertigo	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
The ______ of the successful product idea was attributed to theextraordinarily creative company president.	demise	genesis	symmetry	repletion	dominion	Genesis	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
When the company reached it's ______ of hiring one hundredcollege graduates, they proceeded to recruit older, moreexperienced candidates.	quota	hybrid	detriment	fiasco	malady	quota	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
After her extended illness, Delia experienced a long period of______ when she did not want to work, exercise, or clean.	languor	arrogance	insolence	forethought	recompense	Languor	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
Floyd has a distinctive ______ to his voice-easily recognizableover the phone.	viscosity	brawn	timbre	diadem	ingenuity	Timbre	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
The house was consumed in flames and not a ______ of itremained after the fire.	vestige	visage	vestibule	vicissitude	viceroy	Vestige	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
David felt as if the family picnic would be a(n) ______ time to talkwith his grandmother about her plans for the holidays.	opportune	disastrous	unctuous	trite	surly	Opportune	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
The children were ______ for eating the whole batch of cookiesbefore dinner.	indignant	belittled	chagrined	eluded	admonished	admonish	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
During his routine, the stand-up comic refused to be shaken by theheckler who ______ him every few minutes.	ignored	abetted	enforced	gibed	cited	gibe	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
Going away for spring break was not in the ______ of possibility,since neither Helga nor Olga had any money.	fascism	fulcrum	introversion	realm	nadir	realm	http://misd.net/languageart/GrammarInAction/501SentenceCompQuestions.pdf
